question,answer,docid,dataType,title,content
《一個船伕的故事》的導演是誰？,根據原文“導演小田切讓表示自己體檢的結果不太好。他重新考慮了自己剩下的時間，還是想拍電影。該片是小田切讓自編自導的首部影片”可知，該電影的導演是小田切讓。,7172,百科,一個船伕的故事,《一個船伕的故事》是小田切讓執導的劇情片，由柄本明、村上虹郎主演、川島鈴遙、淺野忠信、蒼井優等共演，於2019年9月13日在日本上映。該片講述了在某個正在建設橋樑的山村中，一個船伕遇上一個女孩後，日復一日的人生髮生變化的故事 。劇情簡介 古時候一座正在加緊建設大橋的山村，住在河邊小屋的船伕十市每天默默渡人過河，生活本平淡無奇。某天一位神祕少女突然出現在他面前，從此改變了他的人生軌跡 [2] 。 演職員表 演員表 柄本明 飾 十市 村上虹郎 飾 源三 川島鈴遙 飾 少女 伊原剛志 飾 建築關係的男人 淺野忠信 飾 熟客 村上淳 飾 商人 蒼井優 飾 芸妓 永瀨正敏 飾 仁平 職員表 導演 小田切讓 攝影 杜可風 服裝設計 和田惠美 演職員表參考資料 [3] 獲獎記錄 時間獎項獲獎方備註2019年第43屆山路文子電影獎功勞獎 [4] 和田惠美獲獎 幕後製作 創作背景導演小田切讓表示自己體檢的結果不太好。他重新考慮了自己剩下的時間，還是想拍電影。該片是小田切讓自編自導的首部影片 [5] 。 影片評價 電影的宏旨在於探討新舊事物的交替，但事實上亦融入了導演的一些宗教及生死觀。雖然小田切讓本身沒有宗教信仰，但卻對此十分感興趣，他在《從》中置入了靈魂的元素，藉着電影探討死亡與宗教的意念與關係。電影中，船伕搖着輕舟穿過重重大山，畫面美得如畫般。除了取景地點新潟縣阿賀野川的風光本身迷人外，擔任攝影師的杜可風亦應記一功 [6] 。（《文匯報》評）
在《周易參同契》中，“一九之數”有什麼特殊含義？,根據原文“從每年的冬至日起，每九天爲一九，亦指第一個一九。九一之數，終則復始。”可知，“一九之數”指的是每年冬至日起的九天爲一九，也可以指第一個一九。這個數在《周易參同契》中具有終而復始的特殊含義。根據清仇兆鰲集註和元俞琰注的相關內容可知，這個數主要涉及水中金的含蓄和遍歷諸辰的真氣之妙用，以及取《洛書》“戴九履一”中水火的用法。,6602,百科,一九,"從每年的冬至日起，每九天爲一九，亦指第一個一九。出處《周易參同契》捲上：“子南午北，互爲綱紀，九一之數，終而復始。”清仇兆鰲集註：“（陸西星）一九之數，水中金是也。水之生數爲一，金之成數爲九，惟此金水，互爲含蓄，遍歷諸辰，循環卦節，莫非真氣之妙用，故一九之數，終而復始。”元俞琰注：“一九之數，取《洛書》""戴九履一""，其用在水火也，按前章水數名一及九還七返，皆主《河圖》言。況下文虛微與子，正指水金所生之處，何必別引《洛書》耶？”按南宋朱熹《考異》本作“九一之數，終則復始”。即1~9。"
電影《一代英豪》講述了什麼故事？,"根據原文“《一代英豪》講述北宋年間,江湖絕學金身神功一度失傳,只聽說習練金身神功者全身發光刀槍不入,但從未有人見過習練金身身功之人。在江湖朋友爲金身神功而津津樂道時,東城縣發生一起怪事,各江湖幫派紛紛歸順於天煞幫,稍有不從者,輕則趕出東城,重則就地斃命,還不知死於誰人之手。”可知，電影講述了北宋年間金身神功失傳的情況，以及在江湖幫派歸順天煞幫後發生的一系列怪事。",10904,百科,一代英豪,"《一代英豪》是由謝光南執導的劇情,古裝片,宗華,譚道良參加演出。《一代英豪》講述北宋年間,江湖絕學金身神功一度失傳,只聽說習練金身神功者全身發光刀槍不入,但從未有人見過習練金身身功之人。 基本信息 片名:一代英豪 監製人:葉振峯出品人:張仁道策劃:朱鏘鏘攝影:徐德利武術指導:阿德演員: 製作發行 出品公司:香港:協利電影(香港)有限公司金世紀影片(香港)公司其他機構:天平影業公司[發行]製作機構:協利電影(香港)有限公司金世紀影片(香港)公司太平影業公司 簡介 北宋年間,江湖絕學金身神功一度失傳,只聽說習練金身神功者全身發光刀槍不入,但從未有人見過習練金身身功之人。在江湖朋友爲金身神功而津津樂道時,東城縣發生一起怪事,各江湖幫派紛紛歸順於天煞幫,稍有不從者,輕則趕出東城,重則就地斃命,還不知死於誰人之手。"
一體芯插座的優點有哪些？,根據原文“一體芯插座其優點 1、無焊接點，避免假焊，漏焊，死焊，導電會更加的優良； 2、產品的使用長時間，不過熱； 3、產品的整體壽命更久。”可知，一體芯插座的優點包括無焊接點，避免假焊、漏焊、死焊，導電更加優良；產品使用時間長，不會過熱；整體壽命更久。,7276,百科,一體芯插座,一體芯插座是指插套是一次衝壓成型的插座。一體芯插座名詞解釋 一體芯插座是指插套是一次衝壓成型的插座。 一體芯 一體芯 一體芯 一體芯插座其優點 1、無焊接點，避免假焊，漏焊，死焊，導電會更加的優良； 2、產品的使用長時間，不過熱； 3、產品的整體壽命更久。 一體芯插座一體芯插座的廠家介紹 1、上海虎哥電氣有限公司所生產的產品，全部是安全一體芯插座，並且是新國標的插座。 2、飛利浦移動插座，是廣東和宏生產的和飛利浦公司沒有關係，也是一體芯插座，但是其銅片的厚度只有0.46m，相對來說很薄。
一兜糖APP的主要功能有哪些？,根據原文“一兜糖家居旗下有pc端和移動端（iOSAndroid），可通過PC、App瀏覽每日更新的精選裝修指南，看屋主家的故事，找到裝修靈感。在這裏，可以發現千萬屋主分享家，學習他們的經驗，獲得裝修靈感；看到各種家裝居住指南，避坑學知識；自由分享相關經驗，結交同樣熱愛生活的朋友，討論熱門家居話題；尋找當地設計師，設計自己的家。”可知，一兜糖APP的主要功能包括瀏覽精選裝修指南、觀看屋主家的故事、找到裝修靈感，學習他人的經驗，分享相關經驗並結交朋友，討論熱門家居話題，以及尋找當地設計師設計自己的家。,7450,百科,一兜糖,一兜糖是一個家居APP，專注家居裝修及生活分享的社區，同時也是社交及工具屬性爲一體的裝修指南平臺，致力於爲用戶解決家居裝修的問題。平臺簡介 一兜糖家居旗下有pc端和移動端（iOSAndroid），可通過PC、App瀏覽每日更新的精選裝修指南，看屋主家的故事，找到裝修靈感。 [2] 在這裏，可以發現千萬屋主分享家，學習他們的經驗，獲得裝修靈感；看到各種家裝居住指南，避坑學知識；自由分享相關經驗，結交同樣熱愛生活的朋友，討論熱門家居話題；尋找當地設計師，設計自己的家。 [1] 主要功能 【全屋記——屋主全屋裝修案例】 [1] 真實屋主和設計師的全屋案例，包括裝修前和裝修後的詳細裝修攻略。 [1] 【乾貨文章——裝修攻略和閉坑指南】 [1] 文章涵蓋軟硬裝攻略，生活技能，學習家裝和家居知識。 [1] 【找設計師——找本地室內設計師】 [1] 查閱設計師背景、裝修案例、費用報價，直接私聊。 [1] 【裝修圖庫——裝修與家居生活圖片】 [1] 可看看別人家的圖片，找到適合的風格。 [2] 【家居話題——不同裝修話題尋共鳴】 [2] 每週更新家居話題，和平臺朋友聊聊天。 [1]
孫博的歌曲《一分錢一分貨》的歌詞中表達了什麼樣的社會現象？,根據原文“一分錢一分貨，你的思想並不錯，總想找個好大哥，給你買房又買車”以及“一種社會真實現象，正如副歌中所唱到的”一分錢一分貨“直接明顯了愛慕金錢奢想美好的物質生活”可知，歌詞表達了部分羣體對金錢和物質生活的追求，以及他們願意通過嫁給有錢人來達到這些目標。,7659,百科,一分錢一分貨,《一分錢一分貨》是由歌手孫博作詞作曲並演唱的一首歌曲。一分錢一分貨歌曲簡介 孫博攜另類新歌《一分錢一分貨》神曲來襲 青年歌手孫博的新歌《一分錢一分貨》由北京博藝唱片公司獨家推出。整首詞曲部分均由本人親自傾力創作，前奏有着動感超脫的美感，輕快時尚動感的曲調，在歌手明亮的唱腔且略帶絲沙啞的嗓音間爲歌迷娓娓道來這個述寫當下社會部分羣體的愛慕貪念，一種社會真實現象，正如副歌中所唱到的“一分錢一分貨，你的思想並不錯，總想找個好大哥，給你買房又買車”直接明顯了愛慕金錢奢想美好的物質生活。同時，間奏部分巧用了稍帶方言口音的獨特RAP說唱方式，更爲此歌增添了一份歌唱色彩。首發當天，該歌曲一上線，就獲得了數十萬的試聽量，他的輕快風格引起了不少年輕歌迷的喜歡，他也憑藉這首單曲迅速飆紅。 屌絲相親神曲來襲《一分錢一分貨》remix版，相親記得對號入座 [1] 青年創作歌手孫博攜屌絲相親神曲來襲《一分錢一分貨》remix版，告之相親記得對號入座，曲風新穎，由北京博藝唱片公司獨家推出。整首詞曲部分均由本人親自傾力創作，以電音動感超脫的美感的前奏，輕快時尚動感的曲調，在歌手明亮的唱腔且略帶絲沙啞的嗓音間爲歌迷娓娓道來這個述寫當下社會部分羣體的愛慕貪念，相親記得對號入座，一種社會真實現象，正如副歌中所唱到的“一分錢一分貨，你的思想並不錯，總想找個好大哥，給你買房又買車”直接明顯了愛慕金錢奢想美好的物質生活。同時，間奏部分巧用了稍帶方言口音的獨特RAP說唱方式，更爲此歌增添了一份歌唱色彩。首發當天，該歌曲一上線，就獲得了數十萬的試聽量，他的輕快風格引起了不少年輕歌迷的喜歡，他也憑藉這首 單曲迅速飆紅。 [1] 一分錢一分貨歌詞 一分錢一分貨 - 孫博 詞：孫博 曲：孫博 你並不漂亮 還天天愛化妝 走到街上四處望 尋找愛情的方向 我不是高富帥 你還看不上 總想嫁個有錢人 今生不愁喫和穿 一分錢一分貨 你的思想並不錯 總想找個好大哥 給你買房又買車 一分錢一分貨 你要對號去入座 腰和臀部一邊粗 嫁給了我最適合 你你你你並不漂亮我說 還天天愛化妝歇會吧 走到街上四處張望 你浪不浪還尋找愛情的方向 我不是高富帥咋地你還看不上 但我有一顆火熱的心 嫁給有錢人這種勾當 今生不愁喫穿你愁發胖 一分錢吶一分貨你的思想並不錯 總想找個好大哥給你買房又買車 一分錢吶一分貨你要對號去入座 腰和臀部一邊粗嫁給了我最適合 你並不漂亮 還天天愛化妝 走到街上四處望 尋找愛情的方向 我不是高富帥 你還看不上 總想嫁個有錢人 今生不愁喫和穿 一分錢一分貨 你的思想並不錯 總想找個好大哥 給你買房又買車 一分錢一分貨 你要對號去入座 腰和臀部一邊粗 嫁給了我最適合 一分錢一分貨 你的思想並不錯 總想找個好大哥 給你買房又買車 一分錢一分貨 你要對號去入座 腰和臀部一邊粗 嫁給了我最適合 嫁給了我最適合 一分錢吶一分貨 一分錢吶一分貨 一分錢吶一分貨 一分錢吶一分貨 [2] 參考資料 1. 一分錢一分貨 - 孫博 ．QQ音樂[引用日期2017-08-08] 2. 《一分錢一分貨》歌詞 ．騰訊．2014-11-12[引用日期2014-11-28]
一切險合同指的是什麼？,根據原文“一切險合同是指保險人承保的風險是合同中列明的除外不保風險之外的一切風險的保險合同。”可知，一切險合同是指保險人在合同中列明除外不保的風險之外，承保的是一切風險的保險合同。,7836,百科,一切險合同,一切險合同是指保險人承保的風險是合同中列明的除外不保風險之外的一切風險的保險合同。由此可見，所謂一切險合同並非意味着保險人承保一切風險，即保險人承保的風險仍然是有限制的，只不過這種限制採用的是列明除外不保風險的方式。在一切險合同中，保險人並不列舉規定承保的具體風險，而是以“責任免除”條款確定其不承保的風險。也就是說，凡未列入責任免除條款中的風險均屬於保險人承保的範圍。
《一包中華》這部網絡小說的作者是誰？,根據原文“《一包中華》是山某人創作的網絡小說”可知，這部網絡小說的作者是山某人。,8093,百科,一包中華,《一包中華》是山某人創作的網絡小說，發表於晉江文學網。作品簡介 嗯，好久沒寫文章了。手有點生。啊，感覺沒有人會喜歡我的文章。_(:з」∠)_這次的故事寫了兩天，難產了。反正吧，就是有梗而發。一個關於便利店店員的故事。【靈感來自某山人生中的第一次part time—seven eleven，簡直累成狗兩天之後辭職】 [1]
范瑋琪的《一半的我》這首歌曲的歌詞內容是什麼？,根據原文“唉呦喂唉呦喂 爲何心那麼憔悴 唉呦喂唉呦喂 就讓我遠走高飛 一路走來有多美 都化作了片片塵灰 一半的我跟時間作對 一半的我卻覺得好累 看你爲我努力點綴 掩飾不完美 一半的愛比想像珍貴 一半的路卻少了你陪 兩個人太多事與願違 我不想理會”可知，這首歌曲的歌詞表達了對於愛情中矛盾與困惑的感受，歌詞描述了一半的自己與時間作對，覺得累，一半的愛比想像中珍貴，但路卻少了伴隨，表達了對愛情的矛盾與無奈。,8273,百科,一半的我,《一半的我》，是范瑋琪的演唱的一首歌曲，收錄在范瑋琪2006年發行的音樂專輯《我們的紀念日》中。該歌曲由王雅君和伍思凱作詞，伍思凱作曲。歌詞 唉呦喂唉呦喂 爲何心那麼憔悴 唉呦喂唉呦喂 就讓我遠走高飛 一路走來有多美 都化作了片片塵灰 一半的我跟時間作對 一半的我卻覺得好累 看你爲我努力點綴 掩飾不完美 一半的愛比想像珍貴 一半的路卻少了你陪 兩個人太多事與願違 我不想理會 唉呦喂... 誰的淚愛的累 讓勇敢的人心碎 恨過誰無所謂 遠行的人不後悔 愛總是百轉千回 誰會陪我直到天灰 一半的我跟時間作對 一半的我卻覺得好累 看你爲我努力點綴 掩飾不完美 一半的愛比想像珍貴 一半的路卻少了你陪 兩個人太多事與願違 我不想理會 愛總是百轉千回 誰會陪我直到天灰 一半的我跟時間作對 一半的我卻覺得好累 看你爲我努力點綴 掩飾不完美 一半的愛比想像珍貴 一半的路卻少了你陪 兩個人太多事與願違 我不想理會 唉呦喂唉呦別讓我心碎
一口英語English Bite是如何幫助用戶學習英語的？,根據原文“一口英語English Bite是爲每位想要學習真英語的人打造的一款免費應用。它運用科學的學習系統防止你忘記之前所學內容；更棒的是，在學習的同時你還能結交到來自世界各地的朋友。”可知，一口英語English Bite通過科學的學習系統防止用戶忘記之前所學內容，同時用戶還能結交來自世界各地的朋友。它涵蓋了大量英語母語國家日常對話中常用的短語和詞彙，用戶每天學到的新短語都能運用在現實生活中，幫助用戶真正學會真英語。,8481,百科,一口英語,"一口英語English Bite是爲每位想要學習真英語的人打造的一款免費應用。它運用科學的學習系統防止你忘記之前所學內容；更棒的是，在學習的同時你還能結交到來自世界各地的朋友。一口英語基本信息 軟件名稱：一口英語 English Bite 軟件大小：18.4MB 軟件版本：1.0.9 一口英語應用商店列表 百度手機助手 應用界面 一口英語應用介紹 一口英語English Bite是爲每位想要學習真英語的人打造的一款免費應用。它運用科學的學習系統防止你忘記之前所學內容；更棒的是，在學習的同時你還能結交到來自世界各地的朋友。 爲何選擇一口英語English Bite？ **學會真英語** 一口英語English Bite涵蓋了大量英語母語國家日常對話中常用的短語和詞彙。每天你學到的一句新短語都能真切地運用在現實生活中，與在學校中所學到的並不一樣。 **一旦學會不再忘記** 不斷複習是學習語言過程中必不可少的一環，但它同時又是非常耗時。一口英語English Bite的系統根據你的特定需求計算出精確的學習時間表從而提高複習的效率。這個系統基於對大腦儲存信息(即如何學習) 的科研，它表明在特定時間週期內複習纔會真正有效的，而你的學習週期恰恰是根據你複習時的表現計算得出的。 **每天僅需5分鐘** 多聽、多說、多練習你每天所學到的內容。僅需短短一個月時間，你就能夠掌握30個全新短語，並能夠以英語母語的方式來表達。與此同時，你會發現你的詞庫中多了許多新鮮複雜的單詞以及富有變化的表達方式。 **是學習也是樂趣** 一口英語English Bite的用戶來自於世界各地，在學習的同時你還能認識新朋友，並活學活用跟他們一起練習口語。 **由全球領先的國際教育培訓專家英孚教育傾力打造** 英孚教育成立於1965年。時至今日，英孚在全球各地已有37,000名教員以及逾500間學校和辦事處。英孚迄今已幫助超過1千500萬人學習新語言、探索世界或者獲得學術學位。擁有50年教學經驗的英孚絕對是幫助你達成英語學習目標的不二選擇。 [1] 詞條圖冊 更多圖冊 參考資料 1. 一口英語 ．百度手機助手．2015-03-29[引用日期2015-03-29]"
華聲兒童合唱團演唱的歌曲《一隻狼》內容是什麼？,根據原文“一隻狼下山進村莊探頭探腦東張西望想要喫牛想要喫羊大家拿支槍快快趕跑它”，可知歌曲《一隻狼》描述了一隻狼下山進村莊，企圖要喫牛要喫羊，村民們拿着槍趕跑狼的情景。,8655,百科,一隻狼,探頭探腦東張西望想要喫牛想要喫羊大家拿支槍快快趕跑它一隻狼下山進村莊探頭探腦東張西望想要喫牛想要喫羊大家拿支槍快快趕跑它一隻狼下山進村莊探頭探腦東張西望想要喫牛想要喫羊。歌詞 一隻狼 演唱：華聲兒童合唱團 一隻狼下山進村莊 大家拿支槍快快趕跑它 [1] 歌手信息 中文名：華聲兒童合唱團 英文名：Huasheng Ertong Hechangtuan 唱片公司：可登唱片 生 日：01-01 類 型：兒歌、胎教【Children's】 語 言：閩南語 華聲兒童合唱團 - 專輯小青蛙歷險記-張小燕說故事歌手：華聲兒童合唱團語言：國語發行時間：1997-01-01唱片公司：訊通詒合
鼠疫是什麼？,根據原文“鼠疫（plague）是鼠疫桿菌引發的致死性極高的惡性傳染病，被列爲我國甲類傳染病之首，又被稱爲‘一號病’”可知，鼠疫是一種由鼠疫桿菌引發的致死性極高的惡性傳染病，也被稱爲“一號病”。其傳染性極強，病死率很高。臨牀上表現爲發熱、嚴重毒血癥症狀、淋巴結腫大、肺炎、出血傾向等。,8850,百科,一號病,一號病 鼠疫（plague）是鼠疫桿菌引發的致死性極高的惡性傳染病，被列爲我國甲類傳染病之首，又被稱爲“一號病”。鼠疫的傳染性極強，病死率很高。臨牀上表現爲發熱、嚴重毒血癥症狀、淋巴結腫大、肺炎、出血傾向等19世紀鼠疫曾造成歐洲13人口死亡；1910～1911年，中國東北有6萬餘人死於肺鼠疫，1920～1921年間又有一次大規模肺鼠疫暴發流行，造成近萬人死亡。20世紀80年代，印度暴發了一場鼠疫，造成500多億美元的經濟損失。此後，馬達加斯加、烏干達等國也相繼暴發了鼠疫流行。 關於鼠疫的詳細信息請參閱 鼠疫 詞條。
一品臺的總戶數是多少？,根據原文“總戶數： 754”可知，一品臺的總戶數是754戶。,9067,百科,一品臺,一品臺是一普通住宅物業，位於眉州大道市公安局旁，開發商是四川衆和房地產開發有限公司。基本信息 行政區域： 東坡區 項目位置： 眉州大道市公安局旁 方位： 北 建築類型： 多層 物業類別： 普通住宅 開發商： 四川衆和房地產開發有限公司 物業公司： 四達物業有限公司 物業費： 0.5元月平米 開盤時間： 2007年11月03日 入住時間： 2009年08月31日 價格信息 均價： 2800元平方米 價格說明： 均價2800元平方米，一次性付款優惠1個點 歷史價格： 2011-03-25 均價 2800元平米 2011-01-21 均價 2800元平米 詳細信息 產權類型： 大產權房 容積率： 1.85 綠化率： 40% 總戶數： 754 佔地面積： 140000平方米 配套信息 內部配套： 運動場所 裝修信息 裝修： 毛坯 [1]
什麼是一唯？,根據原文“一唯是一個漢語詞語，讀音yī wéi ，釋義爲謂完全聽從，出自《論語·里仁》。”可知，一唯是指完全聽從的意思，源自《論語》。,9255,百科,一唯,一唯是一個漢語詞語，讀音yī wéi ，釋義爲謂完全聽從，出自《論語·里仁》。解釋 謂完全聽從 [1] 。 出處 語出：“子曰：‘參乎！吾道一以貫之。’曾子曰：‘唯。’”後因以“一唯”謂應諾迅速，全無疑問。《朱子語類》卷四一：“顏子問目，卻是初學時；曾子一唯，年老成熟時也。” 明 李贄 《寄焦弱侯書》：“觀自言回死則亡，未聞有好學者，則參雖一唯，亦不得謂之好學矣。”明 沈德符 《野獲編·內閣三·相公投刺司禮》：“馮保勢雖張，然一唯江陵指麾。”《初刻拍案驚奇》卷十：“何消如此多疑！使得，使得。一唯尊命，只求快些。”
爲什麼趙溫聽說大人不見後，心裏如同一塊石頭落地？,根據原文“趙溫聽說大人不見，如同一塊石頭落地，把心放下”可知，趙溫聽到大人不見之後心裏就像是放下了一塊心頭大石，意味着他不再有顧慮和擔心，可以放心了。,9442,百科,一塊石頭落地,一塊石頭落地，是漢語詞彙，讀音爲yī kuài shí tóu luò dì，釋義是比喻放了心，再沒有顧慮。清·李寶嘉《官場現形記》第二回：“趙溫聽說大人不見，如同一塊石頭落地，把心放下，趕忙到承差屋裏，將親供恭恭敬敬的填好，交代明白。”
網絡小說《一夜後婚》的作者是誰？,根據原文“《一夜後婚》是下弦の咒創作的網絡小說，發表於晉江文學網。”可知，《一夜後婚》的作者是下弦の咒。,9612,百科,一夜後婚,"《一夜後婚》是下弦の咒創作的網絡小說，發表於晉江文學網。一夜後婚作者 下弦の咒 一夜後婚作品簡介 一夜過後,我竟然多了一個老公！好吧,事實是,天黑又天亮後,我糊里糊塗的簽了一份結婚協議書。沒有糟糕的婆媳關係,只有婆媳同盟。而同盟的內容是:讓我的老公對女人感興趣！話說,不對女人感興趣的男人...不是GAY麼？面對疑似是GAY的老公,我豁出去了,怎麼也不能讓他誤入歧途。於是眉毛一挑,嘴角一勾:親愛的老公,看我來怎麼“指導”你吧！P.S.此文CJ了CJ了~低嘆...因爲那個河蟹問題,爲了積極響應,我把文章作了一些改動,就是把某些重口味橋段硬是走了清水路線。之前看過的親們,特別是買過V的親們,至於要不要重新看一遍,大家就好好的斟酌斟酌吧,畢竟,這只是把一些文字換了一些文...[展開] 一夜過後,我竟然多了一個老公！好吧,事實是,天黑又天亮後,我糊里糊塗的簽了一份結婚協議書。沒有糟糕的婆媳關係,只有婆媳同盟。而同盟的內容是:讓我的老公對女人感興趣！話說,不對女人感興趣的男人...不是GAY麼？面對疑似是GAY的老公,我豁出去了,怎麼也不能讓他誤入歧途。於是眉毛一挑,嘴角一勾:親愛的老公,看我來怎麼“指導”你吧！P.S.此文CJ了CJ了~低嘆...因爲那個河蟹問題,爲了積極響應,我把文章作了一些改動,就是把某些重口味橋段硬是走了清水路線。之前看過的親們,特別是買過V的親們,至於要不要重新看一遍,大家就好好的斟酌斟酌吧,畢竟,這只是把一些文字換了一些文字代替的問題而已,大體的情節走向是一點也沒有改變。唉,我都不知道要怎麼說了。V文公告(我只想說:V是VIP的V):(敲鑼打鼓~鏘鏘鏘~)看官們注意啦！注意啦~兩眼閃爍的、溼潤溼潤的、顫顫悠悠的告訴大家:本文要V咯！因爲是第一次玩這個~SO！經驗不足~混混沌沌~有激動也有不安~雖然V了~但還是希望看官們能繼續支持和陪伴下去~當然~是以自願爲原則,不敢壓迫爲基礎的...但是！我還是要咬着手帕煽情的說:謝謝這麼多走過路過、看過踩過、特別是用鮮花支持過我的看官們！集體麼一個！3P.S.看V文注意事項:1、必須註冊賬號2、千字三分錢,也就是三點JJ幣3、網銀和支付寶充值最划算,10塊錢就換1000點JJ幣(捂嘴小聲的說:這是COPPY來的~)最後~我只想說~大家留步慷慨解囊吧！再P.S.貌似是可以送積分的~但是每個月贈送的數量有限所以~千字長評的優先送~好評優先送~小弦子的“坑”寶盆:v完結舊坑:囧以龜速待填的坑:新坑~o新坑:求點擊~求~求評啊啊啊啊啊啊啊~[收起]"
《一字記之曰日》是誰寫的？,根據原文“《一字記之曰日》是淡定的錯錯創作的網絡小說，發表於晉江文學網”可知，這本書是由淡定的錯錯所創作的。,10107,百科,一字記之曰日,《一字記之曰日》是淡定的錯錯創作的網絡小說，發表於晉江文學網。一字記之曰日作者 淡定的錯錯 一字記之曰日作品簡介 關於這個字古語有云，日即爲太陽。匯香樓的姑娘會這樣解釋，日一日。三俗研究會的人會笑而不語地看着你，你懂的。好吧，這是一個從頭到尾都是關於日的故事，如果你從頭看到尾也沒明白，爲什麼是關於日的故事，那我只能遺憾地告訴你，這是個祕密。僅以此文送給親愛的日日，板娘，還有看得懂這個故事的有緣人。 [1] 參考資料 1. 一字記之曰日 ．晉江文學網[引用日期2014-08-10]
